wav_filename,wav_filesize,transcript
/home/nam/Desktop/data_test/test/goodbye_see_you_later_17.wav,63532,goodbye see you later
/home/nam/Desktop/data_test/test/move_forward_72.wav,63532,move forward
/home/nam/Desktop/data_test/test/come_with_me_35.wav,63532,come with me
/home/nam/Desktop/data_test/test/follow_me_101.wav,63532,follow me
/home/nam/Desktop/data_test/test/come_with_me_32.wav,63532,come with me
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_17.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/turn_to_the_left_31.wav,63532,turn to the left
/home/nam/Desktop/data_test/test/im_so_boring_18.wav,63532,i am so boring
/home/nam/Desktop/data_test/test/turn_to_the_left_1.wav,63532,turn to the left
/home/nam/Desktop/data_test/test/move_forward_105.wav,63532,move forward
/home/nam/Desktop/data_test/test/goodbye_see_you_later_26.wav,63532,goodbye see you later
/home/nam/Desktop/data_test/test/turn_right_38.wav,63532,turn right
/home/nam/Desktop/data_test/test/what_is_your_name_78.wav,63532,what is your name
/home/nam/Desktop/data_test/test/move_108.wav,63532,move
/home/nam/Desktop/data_test/test/hello_73.wav,63532,hello
/home/nam/Desktop/data_test/test/turn_to_the_right_31.wav,63532,turn to the right
/home/nam/Desktop/data_test/test/are_you_married_32.wav,94252,are you married
/home/nam/Desktop/data_test/test/turn_to_the_right_29.wav,63532,turn to the right
/home/nam/Desktop/data_test/test/what_is_your_name_14.wav,63532,what is your name
/home/nam/Desktop/data_test/test/i_am_a_student_at_international_university_2.wav,127020,i am a student at international university
/home/nam/Desktop/data_test/test/have_a_good_time_46.wav,94252,have a good time
/home/nam/Desktop/data_test/test/im_fine_thank_you_49.wav,63532,i am fine thank you
/home/nam/Desktop/data_test/test/move_behind_83.wav,63532,move behind
/home/nam/Desktop/data_test/test/goodbye_see_you_later_39.wav,63532,goodbye see you later
/home/nam/Desktop/data_test/test/move_forward_149.wav,63532,move forward
/home/nam/Desktop/data_test/test/stop_talking_5.wav,63532,stop talking
/home/nam/Desktop/data_test/test/hello_14.wav,63532,hello
/home/nam/Desktop/data_test/test/put_your_hand_up_56.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/how_are_you_today_14.wav,63532,how are you today
/home/nam/Desktop/data_test/test/move_behind_69.wav,63532,move behind
/home/nam/Desktop/data_test/test/how_do_you_feel_78.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/turn_left_72.wav,63532,turn left
/home/nam/Desktop/data_test/test/do_you_have_brothers_or_sisters_39.wav,94252,do you have brothers or sisters
/home/nam/Desktop/data_test/test/do_you_know_me_2.wav,63532,do you know me
/home/nam/Desktop/data_test/test/go_ahead_48.wav,63532,go ahead
/home/nam/Desktop/data_test/test/come_with_me_91.wav,63532,come with me
/home/nam/Desktop/data_test/test/im_fine_thank_you_22.wav,63532,i am fine thank you
/home/nam/Desktop/data_test/test/move_forward_95.wav,63532,move forward
/home/nam/Desktop/data_test/test/move_forward_33.wav,63532,move forward
/home/nam/Desktop/data_test/test/goodbye_see_you_later_15.wav,63532,goodbye see you later
/home/nam/Desktop/data_test/test/move_113.wav,63532,move
/home/nam/Desktop/data_test/test/hello_54.wav,63532,hello
/home/nam/Desktop/data_test/test/i_am_a_student_at_international_university_62.wav,127020,i am a student at international university
/home/nam/Desktop/data_test/test/move_79.wav,63532,move
/home/nam/Desktop/data_test/test/put_your_hand_up_29.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/what_is_your_name_75.wav,63532,what is your name
/home/nam/Desktop/data_test/test/can_you_follow_me_28.wav,94252,can you follow me
/home/nam/Desktop/data_test/test/turn_right_59.wav,63532,turn right
/home/nam/Desktop/data_test/test/move_behind_105.wav,63532,move behind
/home/nam/Desktop/data_test/test/move_forward_86.wav,63532,move forward
/home/nam/Desktop/data_test/test/can_you_sing_a_song_39.wav,94252,can you sing a song
/home/nam/Desktop/data_test/test/can_you_follow_me_5.wav,94252,can you follow me
/home/nam/Desktop/data_test/test/hello_87.wav,63532,hello
/home/nam/Desktop/data_test/test/move_forward_246.wav,63532,move forward
/home/nam/Desktop/data_test/test/put_your_hand_up_49.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/hello_126.wav,63532,hello
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_22.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/stop_talking_29.wav,63532,stop talking
/home/nam/Desktop/data_test/test/move_behind_66.wav,63532,move behind
/home/nam/Desktop/data_test/test/what_is_your_name_50.wav,63532,what is your name
/home/nam/Desktop/data_test/test/turn_left_24.wav,63532,turn left
/home/nam/Desktop/data_test/test/can_you_follow_me_18.wav,94252,can you follow me
/home/nam/Desktop/data_test/test/move_forward_39.wav,63532,move forward
/home/nam/Desktop/data_test/test/do_you_know_me_26.wav,63532,do you know me
/home/nam/Desktop/data_test/test/move_133.wav,63532,move
/home/nam/Desktop/data_test/test/come_with_me_44.wav,63532,come with me
/home/nam/Desktop/data_test/test/i_am_a_student_at_international_university_40.wav,127020,i am a student at international university
/home/nam/Desktop/data_test/test/hello_34.wav,63532,hello
/home/nam/Desktop/data_test/test/come_with_me_22.wav,63532,come with me
/home/nam/Desktop/data_test/test/forward_42.wav,63532,forward
/home/nam/Desktop/data_test/test/move_forward_193.wav,63532,move forward
/home/nam/Desktop/data_test/test/turn_left_73.wav,63532,turn left
/home/nam/Desktop/data_test/test/move_forward_22.wav,63532,move forward
/home/nam/Desktop/data_test/test/what_is_your_name_42.wav,63532,what is your name
/home/nam/Desktop/data_test/test/have_a_good_time_27.wav,94252,have a good time
/home/nam/Desktop/data_test/test/move_162.wav,63532,move
/home/nam/Desktop/data_test/test/goodbye_see_you_later_7.wav,63532,goodbye see you later
/home/nam/Desktop/data_test/test/im_so_boring_54.wav,63532,i am so boring
/home/nam/Desktop/data_test/test/what_is_your_name_72.wav,63532,what is your name
/home/nam/Desktop/data_test/test/go_ahead_53.wav,63532,go ahead
/home/nam/Desktop/data_test/test/move_forward_91.wav,63532,move forward
/home/nam/Desktop/data_test/test/stop_talking_34.wav,63532,stop talking
/home/nam/Desktop/data_test/test/do_you_know_me_14.wav,63532,do you know me
/home/nam/Desktop/data_test/test/move_forward_129.wav,63532,move forward
/home/nam/Desktop/data_test/test/im_so_boring_46.wav,63532,i am so boring
/home/nam/Desktop/data_test/test/put_your_hand_up_4.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/move_44.wav,63532,move
/home/nam/Desktop/data_test/test/turn_to_the_left_52.wav,63532,turn to the left
/home/nam/Desktop/data_test/test/turn_right_32.wav,63532,turn right
/home/nam/Desktop/data_test/test/turn_right_40.wav,63532,turn right
/home/nam/Desktop/data_test/test/im_fine_thank_you_1.wav,63532,i am fine thank you
/home/nam/Desktop/data_test/test/do_you_know_me_124.wav,63532,do you know me
/home/nam/Desktop/data_test/test/can_you_sing_a_song_4.wav,94252,can you sing a song
/home/nam/Desktop/data_test/test/turn_right_12.wav,63532,turn right
/home/nam/Desktop/data_test/test/can_you_follow_me_26.wav,94252,can you follow me
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_50.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/goodbye_see_you_later_33.wav,63532,goodbye see you later
/home/nam/Desktop/data_test/test/are_you_married_16.wav,94252,are you married
/home/nam/Desktop/data_test/test/do_you_know_me_107.wav,63532,do you know me
/home/nam/Desktop/data_test/test/turn_to_the_right_1.wav,63532,turn to the right
/home/nam/Desktop/data_test/test/can_you_sing_a_song_16.wav,94252,can you sing a song
/home/nam/Desktop/data_test/test/move_forward_220.wav,63532,move forward
/home/nam/Desktop/data_test/test/move_forward_63.wav,63532,move forward
/home/nam/Desktop/data_test/test/move_26.wav,63532,move
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_3.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/move_behind_23.wav,63532,move behind
/home/nam/Desktop/data_test/test/forward_22.wav,63532,forward
/home/nam/Desktop/data_test/test/how_are_you_today_24.wav,63532,how are you today
/home/nam/Desktop/data_test/test/stop_talking_60.wav,63532,stop talking
/home/nam/Desktop/data_test/test/follow_me_92.wav,63532,follow me
/home/nam/Desktop/data_test/test/move_forward_82.wav,63532,move forward
/home/nam/Desktop/data_test/test/move_89.wav,63532,move
/home/nam/Desktop/data_test/test/follow_me_71.wav,63532,follow me
/home/nam/Desktop/data_test/test/follow_me_67.wav,63532,follow me
/home/nam/Desktop/data_test/test/move_forward_233.wav,63532,move forward
/home/nam/Desktop/data_test/test/move_forward_45.wav,63532,move forward
/home/nam/Desktop/data_test/test/im_fine_thank_you_31.wav,63532,i am fine thank you
/home/nam/Desktop/data_test/test/move_forward_115.wav,63532,move forward
/home/nam/Desktop/data_test/test/follow_me_38.wav,63532,follow me
/home/nam/Desktop/data_test/test/put_your_hand_up_16.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/stop_talking_12.wav,63532,stop talking
/home/nam/Desktop/data_test/test/move_forward_174.wav,63532,move forward
/home/nam/Desktop/data_test/test/put_your_hand_up_5.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/goodbye_see_you_later_22.wav,63532,goodbye see you later
/home/nam/Desktop/data_test/test/go_ahead_47.wav,63532,go ahead
/home/nam/Desktop/data_test/test/move_156.wav,63532,move
/home/nam/Desktop/data_test/test/go_ahead_45.wav,63532,go ahead
/home/nam/Desktop/data_test/test/hello_122.wav,63532,hello
/home/nam/Desktop/data_test/test/turn_to_the_right_10.wav,63532,turn to the right
/home/nam/Desktop/data_test/test/have_a_good_time_20.wav,94252,have a good time
/home/nam/Desktop/data_test/test/come_with_me_92.wav,63532,come with me
/home/nam/Desktop/data_test/test/forward_56.wav,63532,forward
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_35.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/come_with_me_80.wav,63532,come with me
/home/nam/Desktop/data_test/test/follow_me_74.wav,63532,follow me
/home/nam/Desktop/data_test/test/move_behind_2.wav,63532,move behind
/home/nam/Desktop/data_test/test/go_ahead_29.wav,63532,go ahead
/home/nam/Desktop/data_test/test/im_fine_thank_you_23.wav,63532,i am fine thank you
/home/nam/Desktop/data_test/test/im_so_boring_19.wav,63532,i am so boring
/home/nam/Desktop/data_test/test/who_are_you_48.wav,63532,who are you
/home/nam/Desktop/data_test/test/do_you_know_me_48.wav,63532,do you know me
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_17.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/hello_7.wav,63532,hello
/home/nam/Desktop/data_test/test/move_behind_20.wav,63532,move behind
/home/nam/Desktop/data_test/test/nam_11.wav,63532,nam
/home/nam/Desktop/data_test/test/move_behind_104.wav,63532,move behind
/home/nam/Desktop/data_test/test/follow_me_2.wav,63532,follow me
/home/nam/Desktop/data_test/test/come_with_me_76.wav,63532,come with me
/home/nam/Desktop/data_test/test/turn_left_8.wav,63532,turn left
/home/nam/Desktop/data_test/test/hello_my_name_is_nam_8.wav,94252,hello my name is nam
/home/nam/Desktop/data_test/test/move_forward_247.wav,63532,move forward
/home/nam/Desktop/data_test/test/stop_talking_69.wav,63532,stop talking
/home/nam/Desktop/data_test/test/how_do_you_feel_36.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/follow_me_10.wav,63532,follow me
/home/nam/Desktop/data_test/test/move_forward_142.wav,63532,move forward
/home/nam/Desktop/data_test/test/come_with_me_49.wav,63532,come with me
/home/nam/Desktop/data_test/test/put_your_hand_up_52.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/put_your_hand_up_13.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/move_forward_26.wav,63532,move forward
/home/nam/Desktop/data_test/test/can_you_sing_a_song_42.wav,94252,can you sing a song
/home/nam/Desktop/data_test/test/move_forward_61.wav,63532,move forward
/home/nam/Desktop/data_test/test/move_forward_77.wav,63532,move forward
/home/nam/Desktop/data_test/test/put_your_hand_up_23.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/come_with_me_42.wav,63532,come with me
/home/nam/Desktop/data_test/test/goodbye_see_you_later_3.wav,63532,goodbye see you later
/home/nam/Desktop/data_test/test/go_ahead_35.wav,63532,go ahead
/home/nam/Desktop/data_test/test/goodbye_see_you_later_29.wav,63532,goodbye see you later
/home/nam/Desktop/data_test/test/i_am_a_student_at_international_university_60.wav,127020,i am a student at international university
/home/nam/Desktop/data_test/test/move_behind_75.wav,63532,move behind
/home/nam/Desktop/data_test/test/follow_me_81.wav,63532,follow me
/home/nam/Desktop/data_test/test/how_are_you_today_17.wav,63532,how are you today
/home/nam/Desktop/data_test/test/hello_27.wav,63532,hello
/home/nam/Desktop/data_test/test/im_so_boring_21.wav,63532,i am so boring
/home/nam/Desktop/data_test/test/how_do_you_feel_49.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/move_behind_101.wav,63532,move behind
/home/nam/Desktop/data_test/test/move_forward_244.wav,63532,move forward
/home/nam/Desktop/data_test/test/i_dont_know_57.wav,63532,i don't know
/home/nam/Desktop/data_test/test/move_behind_71.wav,63532,move behind
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_23.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/what_is_your_name_66.wav,63532,what is your name
/home/nam/Desktop/data_test/test/come_with_me_77.wav,63532,come with me
/home/nam/Desktop/data_test/test/put_your_hand_up_44.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/who_are_you_18.wav,63532,who are you
/home/nam/Desktop/data_test/test/who_are_you_42.wav,63532,who are you
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_47.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/stop_talking_46.wav,63532,stop talking
/home/nam/Desktop/data_test/test/move_178.wav,63532,move
/home/nam/Desktop/data_test/test/what_is_your_name_60.wav,63532,what is your name
/home/nam/Desktop/data_test/test/turn_right_13.wav,63532,turn right
/home/nam/Desktop/data_test/test/turn_left_60.wav,63532,turn left
/home/nam/Desktop/data_test/test/come_with_me_5.wav,63532,come with me
/home/nam/Desktop/data_test/test/hello_67.wav,63532,hello
/home/nam/Desktop/data_test/test/stop_talking_41.wav,63532,stop talking
/home/nam/Desktop/data_test/test/turn_right_53.wav,63532,turn right
/home/nam/Desktop/data_test/test/turn_to_the_left_39.wav,63532,turn to the left
/home/nam/Desktop/data_test/test/move_forward_17.wav,63532,move forward
/home/nam/Desktop/data_test/test/do_you_have_brothers_or_sisters_40.wav,94252,do you have brothers or sisters
/home/nam/Desktop/data_test/test/can_you_sing_a_song_37.wav,94252,can you sing a song
/home/nam/Desktop/data_test/test/follow_me_58.wav,63532,follow me
/home/nam/Desktop/data_test/test/move_behind_4.wav,63532,move behind
/home/nam/Desktop/data_test/test/hello_76.wav,63532,hello
/home/nam/Desktop/data_test/test/are_you_married_35.wav,94252,are you married
/home/nam/Desktop/data_test/test/move_forward_196.wav,63532,move forward
/home/nam/Desktop/data_test/test/turn_to_the_left_41.wav,63532,turn to the left
/home/nam/Desktop/data_test/test/move_behind_119.wav,63532,move behind
/home/nam/Desktop/data_test/test/do_you_know_me_9.wav,63532,do you know me
/home/nam/Desktop/data_test/test/move_forward_211.wav,63532,move forward
/home/nam/Desktop/data_test/test/stop_talking_54.wav,63532,stop talking
/home/nam/Desktop/data_test/test/turn_to_the_left_43.wav,63532,turn to the left
/home/nam/Desktop/data_test/test/hello_36.wav,63532,hello
/home/nam/Desktop/data_test/test/put_your_hand_up_35.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/move_118.wav,63532,move
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_7.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/hello_my_name_is_nam_6.wav,94252,hello my name is nam
/home/nam/Desktop/data_test/test/can_you_follow_me_2.wav,94252,can you follow me
/home/nam/Desktop/data_test/test/turn_right_65.wav,63532,turn right
/home/nam/Desktop/data_test/test/turn_left_77.wav,63532,turn left
/home/nam/Desktop/data_test/test/turn_to_the_left_4.wav,63532,turn to the left
/home/nam/Desktop/data_test/test/move_78.wav,63532,move
/home/nam/Desktop/data_test/test/im_fine_thank_you_6.wav,63532,i am fine thank you
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_20.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/move_69.wav,63532,move
/home/nam/Desktop/data_test/test/im_so_boring_22.wav,63532,i am so boring
/home/nam/Desktop/data_test/test/nam_3.wav,63532,nam
/home/nam/Desktop/data_test/test/move_5.wav,63532,move
/home/nam/Desktop/data_test/test/move_8.wav,63532,move
/home/nam/Desktop/data_test/test/can_you_follow_me_13.wav,94252,can you follow me
/home/nam/Desktop/data_test/test/what_is_your_name_9.wav,63532,what is your name
/home/nam/Desktop/data_test/test/are_you_married_37.wav,94252,are you married
/home/nam/Desktop/data_test/test/what_is_your_name_15.wav,63532,what is your name
/home/nam/Desktop/data_test/test/move_12.wav,63532,move
/home/nam/Desktop/data_test/test/how_are_you_today_54.wav,63532,how are you today
/home/nam/Desktop/data_test/test/can_you_sing_a_song_40.wav,94252,can you sing a song
/home/nam/Desktop/data_test/test/how_do_you_feel_83.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/turn_to_the_left_42.wav,63532,turn to the left
/home/nam/Desktop/data_test/test/move_behind_30.wav,63532,move behind
/home/nam/Desktop/data_test/test/stop_talking_77.wav,63532,stop talking
/home/nam/Desktop/data_test/test/move_forward_204.wav,63532,move forward
/home/nam/Desktop/data_test/test/turn_left_56.wav,63532,turn left
/home/nam/Desktop/data_test/test/can_you_sing_a_song_50.wav,94252,can you sing a song
/home/nam/Desktop/data_test/test/what_is_your_name_2.wav,63532,what is your name
/home/nam/Desktop/data_test/test/how_are_you_today_15.wav,63532,how are you today
/home/nam/Desktop/data_test/test/are_you_married_43.wav,94252,are you married
/home/nam/Desktop/data_test/test/turn_left_79.wav,63532,turn left
/home/nam/Desktop/data_test/test/are_you_married_6.wav,94252,are you married
/home/nam/Desktop/data_test/test/are_you_married_56.wav,94252,are you married
/home/nam/Desktop/data_test/test/turn_right_31.wav,63532,turn right
/home/nam/Desktop/data_test/test/hello_77.wav,63532,hello
/home/nam/Desktop/data_test/test/what_is_your_name_27.wav,63532,what is your name
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_12.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/what_is_your_name_36.wav,63532,what is your name
/home/nam/Desktop/data_test/test/who_are_you_52.wav,63532,who are you
/home/nam/Desktop/data_test/test/move_forward_53.wav,63532,move forward
/home/nam/Desktop/data_test/test/move_91.wav,63532,move
/home/nam/Desktop/data_test/test/nam_14.wav,63532,nam
/home/nam/Desktop/data_test/test/have_a_good_time_30.wav,94252,have a good time
/home/nam/Desktop/data_test/test/move_behind_86.wav,63532,move behind
/home/nam/Desktop/data_test/test/move_behind_121.wav,63532,move behind
/home/nam/Desktop/data_test/test/do_you_know_me_106.wav,63532,do you know me
/home/nam/Desktop/data_test/test/what_is_your_name_40.wav,63532,what is your name
/home/nam/Desktop/data_test/test/hello_75.wav,63532,hello
/home/nam/Desktop/data_test/test/do_you_have_brothers_or_sisters_15.wav,94252,do you have brothers or sisters
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_52.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/move_forward_202.wav,63532,move forward
/home/nam/Desktop/data_test/test/can_you_follow_me_7.wav,94252,can you follow me
/home/nam/Desktop/data_test/test/move_184.wav,63532,move
/home/nam/Desktop/data_test/test/forward_39.wav,63532,forward
/home/nam/Desktop/data_test/test/i_dont_know_1.wav,63532,i don't know
/home/nam/Desktop/data_test/test/can_you_sing_a_song_38.wav,94252,can you sing a song
/home/nam/Desktop/data_test/test/hello_119.wav,63532,hello
/home/nam/Desktop/data_test/test/hello_my_name_is_nam_39.wav,94252,hello my name is nam
/home/nam/Desktop/data_test/test/who_are_you_38.wav,63532,who are you
/home/nam/Desktop/data_test/test/i_am_a_student_at_international_university_31.wav,127020,i am a student at international university
/home/nam/Desktop/data_test/test/follow_me_21.wav,63532,follow me
/home/nam/Desktop/data_test/test/who_are_you_19.wav,63532,who are you
/home/nam/Desktop/data_test/test/stop_talking_50.wav,63532,stop talking
/home/nam/Desktop/data_test/test/move_behind_12.wav,63532,move behind
/home/nam/Desktop/data_test/test/i_am_a_student_at_international_university_16.wav,127020,i am a student at international university
/home/nam/Desktop/data_test/test/can_you_follow_me_43.wav,94252,can you follow me
/home/nam/Desktop/data_test/test/stop_talking_4.wav,63532,stop talking
/home/nam/Desktop/data_test/test/come_with_me_60.wav,63532,come with me
/home/nam/Desktop/data_test/test/what_is_your_name_79.wav,63532,what is your name
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_33.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/move_forward_218.wav,63532,move forward
/home/nam/Desktop/data_test/test/move_145.wav,63532,move
/home/nam/Desktop/data_test/test/what_is_your_name_30.wav,63532,what is your name
/home/nam/Desktop/data_test/test/forward_45.wav,63532,forward
/home/nam/Desktop/data_test/test/turn_to_the_right_22.wav,63532,turn to the right
/home/nam/Desktop/data_test/test/are_you_married_20.wav,94252,are you married
/home/nam/Desktop/data_test/test/do_you_know_me_101.wav,63532,do you know me
/home/nam/Desktop/data_test/test/are_you_married_55.wav,94252,are you married
/home/nam/Desktop/data_test/test/move_forward_32.wav,63532,move forward
/home/nam/Desktop/data_test/test/move_behind_11.wav,63532,move behind
/home/nam/Desktop/data_test/test/move_behind_25.wav,63532,move behind
/home/nam/Desktop/data_test/test/put_your_hand_up_36.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/stop_talking_65.wav,63532,stop talking
/home/nam/Desktop/data_test/test/im_so_boring_43.wav,63532,i am so boring
/home/nam/Desktop/data_test/test/stop_talking_70.wav,63532,stop talking
/home/nam/Desktop/data_test/test/go_ahead_4.wav,63532,go ahead
/home/nam/Desktop/data_test/test/how_do_you_feel_60.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/can_you_follow_me_23.wav,94252,can you follow me
/home/nam/Desktop/data_test/test/can_you_sing_a_song_20.wav,94252,can you sing a song
/home/nam/Desktop/data_test/test/move_forward_212.wav,63532,move forward
/home/nam/Desktop/data_test/test/turn_left_19.wav,63532,turn left
/home/nam/Desktop/data_test/test/what_is_your_name_52.wav,63532,what is your name
/home/nam/Desktop/data_test/test/turn_to_the_left_49.wav,63532,turn to the left
/home/nam/Desktop/data_test/test/how_do_you_feel_34.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/how_do_you_feel_44.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/forward_10.wav,63532,forward
/home/nam/Desktop/data_test/test/hello_my_name_is_nam_26.wav,94252,hello my name is nam
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_62.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/turn_left_34.wav,63532,turn left
/home/nam/Desktop/data_test/test/im_fine_thank_you_30.wav,63532,i am fine thank you
/home/nam/Desktop/data_test/test/who_are_you_34.wav,63532,who are you
/home/nam/Desktop/data_test/test/turn_left_62.wav,63532,turn left
/home/nam/Desktop/data_test/test/hello_my_name_is_nam_33.wav,94252,hello my name is nam
/home/nam/Desktop/data_test/test/go_ahead_50.wav,63532,go ahead
/home/nam/Desktop/data_test/test/im_so_boring_6.wav,63532,i am so boring
/home/nam/Desktop/data_test/test/come_with_me_97.wav,63532,come with me
/home/nam/Desktop/data_test/test/turn_left_88.wav,63532,turn left
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_7.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/move_53.wav,63532,move
/home/nam/Desktop/data_test/test/come_with_me_100.wav,63532,come with me
/home/nam/Desktop/data_test/test/forward_38.wav,63532,forward
/home/nam/Desktop/data_test/test/turn_left_11.wav,63532,turn left
/home/nam/Desktop/data_test/test/who_are_you_71.wav,63532,who are you
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_38.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/follow_me_36.wav,63532,follow me
/home/nam/Desktop/data_test/test/hello_68.wav,63532,hello
/home/nam/Desktop/data_test/test/how_do_you_feel_21.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/i_am_a_student_at_international_university_61.wav,127020,i am a student at international university
/home/nam/Desktop/data_test/test/turn_left_49.wav,63532,turn left
/home/nam/Desktop/data_test/test/i_dont_know_3.wav,63532,i don't know
/home/nam/Desktop/data_test/test/turn_right_19.wav,63532,turn right
/home/nam/Desktop/data_test/test/goodbye_see_you_later_8.wav,63532,goodbye see you later
/home/nam/Desktop/data_test/test/move_forward_3.wav,63532,move forward
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_35.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/do_you_know_me_112.wav,63532,do you know me
